TYPE,PRICE,BATH,PROPERTYSQFT,ADMINISTRATIVE_AREA_LEVEL_2,SUBLOCALITY,LATITUDE,LONGITUDE
House for sale,1200000,2.0,2173,United States,Richmond County,40.5995725,-74.1264046
Multi-family home for sale,3299000,3.0,2192,United States,Kings County,40.6923306,-73.9709219
Multi-family home for sale,2500000,4.0,2660,United States,New York County,40.7956068,-73.9338581
House for sale,799000,2.0,2185,United States,Kings County,40.6284586,-73.9450168
House for sale,715000,2.0,1866,United States,Bronx County,40.8151628,-73.8462531
Condo for sale,925000,2.0,1033,New York,New York,40.7958546,-73.9464985
Condo for sale,2795000,2.0,1372,New York County,Manhattan,40.7716812,-73.9815796
Multi-family home for sale,1560000,2.0,2165,United States,Kings County,40.6165009,-73.9885469
Pending,780000,2.0,1900,United States,Queens County,40.7742555,-73.7407295
Condo for sale,2850000,2.0,1912,New York,Brooklyn,40.7102929,-73.9660133
Multi-family home for sale,680000,2.5,2375,United States,Bronx County,40.8902197,-73.8385449
Co-op for sale,530000,1.0,2188,New York,New York,40.7478025,-73.9811899
Pending,595000,1.0,2168,New York,New York,40.7271763,-74.0030659
Co-op for sale,475000,1.0,2167,New York,Queens,40.7640468,-73.934811
Multi-family home for sale,2700000,8.0,8000,United States,Kings County,40.7244706,-73.9473969
House for sale,1049000,1.0,1683,United States,Kings County,40.6249039,-74.0253417
Multi-family home for sale,995000,5.0,2189,United States,Queens County,40.6642913,-73.8554975
Condo for sale,695000,2.0,1080,New York,Brooklyn,40.5754825,-73.9747644
Contingent,436000,1.0,912,United States,Richmond County,40.5132319,-74.1952211
Condo for sale,555000,1.0,2204,United States,Queens County,40.7689132,-73.8929233
Multi-family home for sale,1250000,6.0,2167,United States,Queens County,40.787484,-73.8520832
House for sale,725000,2.0,2205,United States,Queens County,40.6763934,-73.7998105
Pending,938000,2.0,1700,United States,Queens County,40.7183478,-73.858704
Co-op for sale,199000,1.0,550,New York,Brooklyn,40.614409,-73.9479665
Multi-family home for sale,854000,2.0,2205,United States,Bronx County,40.8655935,-73.8916669
Contingent,389000,1.0,2160,New York,New York,40.777093,-73.956552
Co-op for sale,475000,1.0,975,United States,Kings County,40.5989402,-73.9939759
Condo for sale,815000,2.0,1000,New York,Brooklyn,40.5869733,-73.9514755
Condo for sale,474000,1.0,750,New York,Brooklyn,40.6442712,-73.9986359
Condo for sale,2350000,2.0,1572,New York,New York,40.7422513,-74.0010561
House for sale,6600000,5.0,5110,United States,New York County,40.7911493,-73.9463028
Co-op for sale,590000,1.0,800,New York,Brooklyn,40.6311681,-73.9610093
Condo for sale,695000,2.0,1080,New York,Brooklyn,40.5754825,-73.9747644
Condo for sale,610000,1.0,673,New York,New York,40.7082816,-74.0180413
Pending,1238000,2.0,1550,United States,Queens County,40.7561033,-73.7889919
Multi-family home for sale,789000,2.0,2173,United States,Kings County,40.6382091,-73.9325492
Contingent,699888,2.0,1870,United States,Richmond County,40.541476,-74.174618
Multi-family home for sale,854000,2.0,2171,United States,Bronx County,40.8655935,-73.8916669
Condo for sale,1299000,2.0,1066,New York,New York,40.7617181,-73.969764
House for sale,632000,2.0,1496,United States,Richmond County,40.5533858,-74.1974018
Co-op for sale,499000,1.0,2209,United States,Queens County,40.7272034,-73.8471901
House for sale,632000,2.0,1496,United States,Richmond County,40.5533858,-74.1974018
Pending,895000,1.0,2176,New York,New York,40.7443407,-74.0016248
Condo for sale,800000,1.0,850,New York,Brooklyn,40.6813996,-73.9537521
Condo for sale,725000,1.0,696,New York,Brooklyn,40.6802147,-73.9567445
Co-op for sale,349500,1.0,900,New York,Queens,40.7157399,-73.83672
Co-op for sale,625000,1.0,2172,New York,New York,40.8025988,-73.9673459
Multi-family home for sale,1090000,3.0,2167,United States,Queens County,40.7110433,-73.9060792
Co-op for sale,2975000,2.0,2176,New York,New York,40.7733572,-73.961686
Co-op for sale,259000,1.0,2178,New York,Queens,40.7365072,-73.8733466
Condo for sale,550000,1.0,446,New York,New York,40.7670912,-73.9616292
Co-op for sale,385000,1.0,2180,New York,Brooklyn,40.6249201,-74.0404698
Multi-family home for sale,1325000,3.0,2160,United States,Kings County,40.6817405,-73.8676128
House for sale,968000,2.0,2845,United States,Richmond County,40.588988,-74.1530581
Co-op for sale,350000,1.0,2183,New York,Queens,40.7337965,-73.8620837
Pending,2750000,4.0,2900,New York,New York,40.7656355,-73.9795713
Condo for sale,498000,1.0,785,New York,Queens,40.7275115,-73.86069
Townhouse for sale,1675000,2.0,2100,United States,Kings County,40.6957069,-73.9344472
Co-op for sale,525000,1.0,2167,New York,New York,40.7324146,-73.9898491
Co-op for sale,280000,1.0,850,New York,Brooklyn,40.5895139,-73.9497416
House for sale,849000,2.0,2184,United States,Queens County,40.6793288,-73.8192101
Condo for sale,1250000,1.0,855,New York,New York,40.7791164,-73.9482901
Condo for sale,359999,2.0,2178,New York,The Bronx,40.8203804,-73.9109368
Co-op for sale,229000,1.0,2165,New York,Queens,40.7763731,-73.9073075
Co-op for sale,3995000,2.0,2187,New York,New York,40.7379419,-73.9907264
Condo for sale,2649000,3.0,1699,New York,New York,40.7463283,-73.972718
Co-op for sale,695000,1.0,2202,New York,New York,40.7640805,-73.9818551
Condo for sale,585000,2.5,2191,United States,Queens County,40.7453084,-73.9445819
Condo for sale,359999,2.0,2204,New York,The Bronx,40.8203804,-73.9109368
Co-op for sale,179000,1.0,600,New York,Brooklyn,40.6387293,-73.9490472
Condo for sale,2100000,3.0,1638,New York,New York,40.7585686,-73.9669708
Condo for sale,880000,1.0,713,United States,Queens County,40.747145,-73.9408974
Land for sale,675000,2.5,2201,United States,Kings County,40.5802632,-73.9638613
Condo for sale,1500000,2.0,1334,United States,New York County,40.8084181,-73.9433027
Co-op for sale,2175000,4.0,2191,New York,New York,40.7468058,-73.9797483
Co-op for sale,1296000,2.0,1200,New York,New York,40.7709564,-73.9487946
Co-op for sale,450000,1.0,1100,New York,Brooklyn,40.595967,-73.9504018
Condo for sale,649000,2.0,1770,New York,Queens,40.5838274,-73.8243138
Pending,1295000,2.0,2000,New York,New York,40.7450475,-73.9923569
Co-op for sale,265000,1.0,900,New York,Brooklyn,40.5920038,-73.9410354
Multi-family home for sale,1350000,3.0,3318,United States,Bronx County,40.8262094,-73.9164423
Multi-family home for sale,797777,2.0,2167,United States,Queens County,40.6764388,-73.8008604
Pending,4650000,2.5,4734,United States,Kings County,40.6875443,-73.9701737
Pending,680000,2.0,1536,United States,Queens County,40.6729488,-73.8425151
House for sale,549000,2.0,2170,United States,Queens County,40.6027057,-73.7548417
Pending,13650000,2.5,2178,United States,New York County,40.7686449,-73.9625686
House for sale,749000,2.0,1400,United States,Kings County,40.6306818,-73.9325033
Co-op for sale,398000,1.0,900,New York,Brooklyn,40.617177,-73.986447
Co-op for sale,499000,1.0,2182,New York,Queens,40.7537299,-73.88503
Townhouse for sale,2250000,2.0,1360,United States,Kings County,40.6568189,-73.9795706
Pending,550000,2.0,1520,United States,Richmond County,40.5878221,-74.097086
Townhouse for sale,4995000,2.5,7868,United States,New York County,40.7320958,-73.9837146
Pending,2650000,2.0,2500,New York,New York,40.7804508,-73.9582141
House for sale,7188000,3.0,4108,New York,New York,40.7150155,-74.0093372
Townhouse for sale,1500000,7.0,6375,United States,Bronx County,40.8426571,-73.8884167
Co-op for sale,999000,1.0,2172,New York,Brooklyn,40.6698886,-73.9726587
Condo for sale,699000,1.0,2183,Queens County,Flushing,40.7441863,-73.9037635
Townhouse for sale,3460000,2.0,2484,United States,Kings County,40.7037221,-73.9870968
House for sale,629000,2.0,1575,United States,Bronx County,40.8734881,-73.8582333
Townhouse for sale,2850000,2.5,1725,United States,Kings County,40.6622005,-73.9869853
Co-op for sale,999000,1.0,2169,New York,Brooklyn,40.6698886,-73.9726587
Townhouse for sale,1500000,7.0,6375,United States,Bronx County,40.8426571,-73.8884167
Co-op for sale,940000,1.0,2201,New York,New York,40.7689684,-73.9543121
Co-op for sale,2750000,2.0,2188,New York,New York,40.7687082,-73.9694439
Townhouse for sale,1100000,3.0,3944,United States,Bronx County,40.8473585,-73.9057344
Pending,599000,3.0,1392,United States,Richmond County,40.5556599,-74.1550879
Co-op for sale,925000,2.0,1700,New York,New York,40.7640501,-73.964336
Condo for sale,1695000,2.0,1035,New York,Brooklyn,40.7163702,-73.9515728
Condo for sale,599000,1.0,958,New York,Queens,40.7494499,-73.8778676
Multi-family home for sale,2299000,5.0,2700,United States,Queens County,40.7556144,-73.777277
House for sale,1350000,2.5,2173,United States,New York County,40.7970316,-73.9395297
House for sale,3750000,8.0,2193,United States,Queens County,40.7618536,-73.9187072
Condo for sale,1080000,2.0,1545,New York,Queens,40.7841243,-73.8569018
Pending,450000,1.0,2190,New York,Brooklyn,40.709819,-73.957902
Multi-family home for sale,2250000,2.5,5200,United States,Kings County,40.6266296,-74.0077129
Co-op for sale,279000,1.0,2170,New York,Queens,40.7063799,-73.79996
Condo for sale,1199000,1.0,1080,New York,Brooklyn,40.6163434,-74.0377889
House for sale,1390000,2.0,1276,United States,Bronx County,40.8807227,-73.8993457
Co-op for sale,6350000,4.0,2182,New York,New York,40.7836703,-73.9709274
Condo for sale,650000,2.0,1013,New York,The Bronx,40.8870567,-73.908722
House for sale,599999,2.0,1340,United States,Kings County,40.6677486,-73.9134481
Condo for sale,1350000,2.0,1066,New York,Brooklyn,40.7200818,-73.9473654
Condo for sale,499000,1.0,571,New York,Queens,40.7440779,-73.9118986
Condo for sale,1351242,2.0,1026,New York,Queens,40.747963,-73.944456
Co-op for sale,249000,1.0,830,New York,Brooklyn,40.5871568,-73.9709274
Condo for sale,479000,2.0,1096,New York,Brooklyn,40.6874842,-73.8754674
Condo for sale,1899000,2.0,1757,New York,Brooklyn,40.5769367,-73.9570143
Co-op for sale,1999000,3.0,1950,New York,New York,40.7851745,-73.9538945
House for sale,1588000,2.5,2580,United States,Kings County,40.6122575,-74.0082788
Co-op for sale,1999000,2.0,2184,New York,New York,40.7776874,-73.9585526
Condo for sale,1745000,2.0,1574,New York,Queens,40.7457551,-73.9417456
House for sale,1488000,2.0,2886,United States,Richmond County,40.5792773,-74.1211285
Condo for sale,1494000,2.0,1444,New York,New York,40.7719269,-73.949189
Multi-family home for sale,1108900,2.0,2664,United States,Kings County,40.63089,-74.018305
Multi-family home for sale,3200000,4.0,3040,United States,Kings County,40.6817403,-73.9916448
Townhouse for sale,2050000,8.0,8049,United States,Kings County,40.6743116,-73.9522812
Multi-family home for sale,1998000,8.0,5890,United States,Kings County,40.6585481,-73.9859643
House for sale,1250000,4.0,2755,United States,Richmond County,40.5923372,-74.0687941
Co-op for sale,749000,1.0,1000,New York,New York,40.7686208,-73.9544906
Co-op for sale,399000,1.0,2183,New York,Queens,40.721991,-73.8393784
Co-op for sale,2465000,2.0,1400,New York,New York,40.7873301,-73.9797201
Townhouse for sale,1499000,4.0,2174,United States,Kings County,40.6878701,-73.9272448
Condo for sale,650000,1.0,1050,Brooklyn,Snyder Avenue,40.6492401,-73.9534818
Townhouse for sale,2550000,4.0,3900,United States,Kings County,40.6616741,-73.985673
Condo for sale,1999999,4.0,2743,New York,New York,40.7895034,-73.9769713
Condo for sale,460000,1.0,518,New York,Brooklyn,40.5869759,-73.9514442
Condo for sale,1395000,2.0,1003,United States,Kings County,40.6930476,-73.9611241
Multi-family home for sale,1990000,5.0,2100,United States,Queens County,40.7556078,-73.7775019
House for sale,2595000,6.0,4950,United States,Richmond County,40.5184841,-74.2244185
Pending,599889,2.0,2173,United States,Queens County,40.6782347,-73.7528651
Co-op for sale,1139000,2.0,1800,New York,Queens,40.7201292,-73.8398387
Multi-family home for sale,4500000,5.0,4725,United States,Kings County,40.7258858,-73.9437423
Condo for sale,2695000,2.0,1927,New York,Brooklyn,40.677514,-73.986803
Condo for sale,625000,1.0,692,New York,New York,40.8166535,-73.9473569
Co-op for sale,635000,1.0,2161,New York,New York,40.78932,-73.9782509
Multi-family home for sale,2375000,5.0,4164,United States,Kings County,40.6253551,-74.0297531
Co-op for sale,545000,1.0,1050,New York,Brooklyn,40.617623,-74.038637
Condo for sale,599000,1.0,935,New York,Brooklyn,40.5801457,-73.9605103
Co-op for sale,538000,2.0,1200,Queens County,Flushing,40.7264025,-73.8502225
Condo for sale,342990,1.0,900,New York,Staten Island,40.6202645,-74.1099106
Co-op for sale,1500000,2.0,1600,New York,New York,40.7739157,-73.9799267
Condo for sale,3150000,3.0,2263,New York,New York,40.7967552,-73.9696417
Multi-family home for sale,1750000,3.0,2146,United States,Kings County,40.6432486,-74.0023432
Co-op for sale,360000,1.0,2209,New York,New York,40.7654118,-73.9852527
House for sale,1199999,3.0,1728,United States,Kings County,40.628704,-74.00189
Co-op for sale,699000,2.0,1400,New York,Brooklyn,40.6535119,-73.9571389
House for sale,1199999,3.0,1728,United States,Kings County,40.628704,-74.00189
House for sale,939000,2.0,1700,United States,Kings County,40.6089374,-73.9401956
Multi-family home for sale,3000000,16.0,12720,New York,Brooklyn,40.64958,-73.934815
Co-op for sale,559000,2.0,1200,New York,The Bronx,40.9069228,-73.9062512
Condo for sale,2649000,3.0,1500,New York,New York,40.7473345,-73.9848617
Co-op for sale,614000,1.0,2194,New York,New York,40.7887084,-73.9700091
Condo for sale,925000,2.0,787,New York,Queens,40.7078968,-73.9105088
Condo for sale,800000,2.0,2203,New York,Queens,40.7540544,-73.8212979
Condo for sale,559000,1.0,579,New York,Brooklyn,40.6915011,-73.9156479
Condo for sale,999999,2.0,807,New York,New York,40.7055917,-74.0172159
Co-op for sale,269000,1.0,700,New York,Brooklyn,40.5836263,-73.9518978
Condo for sale,838000,2.0,1054,New York,Brooklyn,40.6275896,-74.0016198
Condo for sale,2045000,2.0,1039,New York,New York,40.7644959,-73.9851321
Condo for sale,749000,2.0,1258,United States,Queens County,40.7945927,-73.8457338
Co-op for sale,189000,1.0,2179,New York,Queens,40.7055595,-73.8012395
Pending,399000,1.0,775,New York,Brooklyn,40.6363145,-74.0363466
Condo for sale,3695000,2.0,1978,New York,New York,40.774282,-73.9841771
Multi-family home for sale,680000,2.0,2240,United States,Richmond County,40.6193794,-74.075943
Multi-family home for sale,1195000,6.0,5100,United States,Kings County,40.6411025,-74.0207743
Condo for sale,2045000,2.0,1039,New York,New York,40.7644959,-73.9851321
Multi-family home for sale,1599999,4.0,2205,United States,Queens County,40.7505901,-73.8980016
Co-op for sale,495000,1.0,900,New York,Brooklyn,40.6329634,-73.9709274
Co-op for sale,165000,1.0,2197,New York,Queens,40.6053247,-73.7581283
Condo for sale,950000,2.0,1033,New York,New York,40.7958546,-73.9464985
House for sale,975000,2.0,2201,United States,Kings County,40.6553249,-73.9284733
Townhouse for sale,2995000,2.5,4100,United States,Kings County,40.6863946,-73.9376539
Co-op for sale,325000,1.0,775,New York,Brooklyn,40.6347771,-74.0316533
Condo for sale,1599000,2.0,1094,New York,New York,40.7592821,-73.9707592
Co-op for sale,309000,1.0,2185,United States,Queens County,40.7202709,-73.857096
Co-op for sale,179000,1.0,2169,New York,Queens,40.667401,-73.8470063
Multi-family home for sale,2780000,9.0,2162,United States,Queens County,40.7617519,-73.7968967
Condo for sale,759000,2.0,1230,New York,Brooklyn,40.612478,-73.953507
Pending,549999,2.5,1652,New York,Staten Island,40.6016923,-74.0869707
House for sale,1400000,4.0,2183,United States,Kings County,40.6887595,-73.9184086
Contingent,725000,1.0,2199,New York,Brooklyn,40.714184,-73.945191
Co-op for sale,249000,1.0,1000,New York,Brooklyn,40.5926138,-73.9396101
Pending,245000,1.0,2188,New York,Queens,40.6641199,-73.85371
Condo for sale,1500000,2.0,1218,New York,Brooklyn,40.7115725,-73.948677
House for sale,975000,2.0,2205,United States,Kings County,40.6553249,-73.9284733
Condo for sale,15500000,6.0,4134,New York,New York,40.7744463,-73.9825007
House for sale,649000,2.0,2000,United States,Queens County,40.6995553,-73.7527095
Condo for sale,655000,2.0,2202,New York,Queens,40.7536461,-73.8313843
Co-op for sale,750000,1.0,750,New York,New York,40.7840294,-73.9767127
